_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2664,166453937,17211087,10,2017-11-01T02:30:00,"S 18th St & Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",1702,3,4,-79.98065191,40.42783836
1608,166261606,17123184,10,2017-11-01T02:31:00,"50 Block Carrick Ave Pittsburgh, PA 15210",Y,Carrick,3,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 4905 False Alarms to Agencies of Public Safety. / 5503 Disorderly Conduct.,2904,4,4,-79.98237575,40.3887529
2347,166262659,17211088,10,2017-11-01T02:48:00,"700 Block Moravian Way Pittsburgh, PA 15212",N,East Allegheny,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2304,1,1,-80.00106618,40.45341492
853,166262216,17211077,99,2017-11-01T03:04:00,"N Homewood Ave & Bennett St Pittsburgh, PA 15208",Y,Homewood South,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 3111 Obedience to Traffic-Control Devices. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1303,9,2,-79.89665999,40.45646393
3246,166263702,17211096,21,2017-11-01T03:05:00,"1700 Block Liberty Ave Pittsburgh, PA 15222",Y,Strip District,2,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3802(a)(1) DUI - General Impairment,203,4,4,-80.01781598,40.40758002
3244,-2769000231,17211107,99,2017-11-01T03:34:00,"2700 Block ellis  St Pittsburgh, PA 15214",N,Perry South,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2615,6,1,-80.01110121,40.47258278
2551,166329551,17211112,6,2017-11-01T04:00:00,"5200 Block Celia Pl Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3921 Theft by Unlawful Taking or Disposition.,806,7,2,-79.94075909,40.45787822
3245,166263665,17211112,6,2017-11-01T04:00:00,"5200 Block Celia Pl Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,806,7,2,-79.94075909,40.45787822
2513,166266466,17211136,17,2017-11-01T05:09:00,Zone 6,N,,6,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
3225,166264428,17211141,6,2017-11-01T05:21:00,"1500 Block Fredell St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2902,4,4,-79.9828621,40.40180595
1773,166266132,17211150,6,2017-11-01T05:45:00,"100 Block Watson Blvd Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3934 Theft from Vehicle,2607,1,1,-80.0100996,40.4803515
1774,166266595,17211155,6,2017-11-01T05:45:00,"100 Block Watson Blvd Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3934 Theft from Vehicle,2607,1,1,-80.0100996,40.4803515
1804,166346520,17211885,6,2017-11-01T05:45:00,"600 Block Industry St Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1803,3,4,-79.99734891,40.42067989
915,166287950,17211190,6,2017-11-01T06:00:00,"100 Block W Woodford Ave Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2901,4,4,-79.98776481,40.39335236
2624,166342198,17211837,27,2017-11-01T06:30:00,"3100 Block Pioneer Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1919,4,4,-80.03061644,40.39560779
869,166269142,17211173,27,2017-11-01T07:00:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2620,1,1,-79.99367687,40.46661676
1757,166469661,17213525,11,2017-11-01T07:00:00,"1500 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,IDENTITY THEFT,4105(a)(1) Bad Checks / 4120 Identity Theft,305,6,6,-79.98595,40.44098967
868,166267826,17211170,14,2017-11-01T07:45:00,"1600 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,3,4,-79.98285833,40.42755036
958,166271775,17211192,27,2017-11-01T08:00:00,"700 Block Lime St Pittsburgh, PA 15220",N,Duquesne Heights,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1911,2,5,-80.0240102,40.4292055
959,166272842,17211216,6,2017-11-01T08:00:00,"4200 Block Bessemer St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle,902,7,2,-79.95800163,40.46879989
2517,166303244,17211468,6,2017-11-01T08:00:00,"1400 Block Sherman Ave Pittsburgh, PA 15212",N,Central North Side,1,THEFT FROM AUTO,3934 Theft from Vehicle,2503,6,1,-80.01021909,40.45724545
1806,166367323,17212018,10,2017-11-01T08:35:00,"200 Block S Negley Ave Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault.,1115,9,2,-79.93012236,40.46456389
911,166274868,17211215,0,2017-11-01T09:00:00,"1300 Block Oakhill St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2715,1,1,-80.03120424,40.47231602
2034,166765637,17217162,0,2017-11-01T09:00:00,"4400 Block Penn Ave Pittsburgh, PA 15224",Y,Central Lawrenceville,2,99,"4958(a) Intimidation, Retaliation, Obstruction Child Abuse cases - (a) Intimidation",902,7,2,-79.9532507,40.46591305
858,166291082,17211204,18,2017-11-01T09:07:00,"Ohio River Blvd & Millerton Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 3802(d)(1)(i) DUI - Controlled Substance - Schedule I,2701,1,1,-80.04606956,40.48151328
977,166277843,17211225,10,2017-11-01T09:15:00,"200 Block Winston St Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault.,1515,5,3,-79.9414701,40.40470416
2601,166277860,17211205,99,2017-11-01T09:17:00,"3000 Block Harcum Way Pittsburgh, PA 15203",N,South Side Slopes,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1608,3,4,-79.96535748,40.42310952
2588,166273833,17211214,14,2017-11-01T09:27:00,"100 Block Oak Hill Dr Pittsburgh, PA 15213",Y,Terrace Village,2,CRIM MISCHIEF,3304 Criminal Mischief.,510,6,3,-79.96778043,40.43968519
1046,166276371,17211229,99,2017-11-01T09:51:00,"Hamilton Ave & N Murtland St Pittsburgh, PA 15208",Y,Homewood West,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1207,9,2,-79.9022241,40.45569324
3234,166363077,17211276,10,2017-11-01T10:00:00,"300 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),1914,2,5,-80.00853456,40.42565338
912,166279960,17211278,27,2017-11-01T10:15:00,"2200 Block Spring St Pittsburgh, PA 15210",N,Arlington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1603,3,4,-79.97602255,40.41624654
1749,166719899,17211256,10,2017-11-01T10:35:00,"2400 Block Greensburg Pike Pittsburgh, PA 15221",Y,Allegheny West,OSC,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,5599,,,-79.8564272,40.44062376
2464,166322007,17211256,10,2017-11-01T10:35:00,"800 Block Ridge Ave Pittsburgh, PA 15212",Y,Allegheny West,OSC,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,5599,1,1,-80.01345995,40.45064311
3230,166302509,17211146,0,2017-11-01T10:36:00,"6th Ave & William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,99,9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,201,6,6,-79.99676618,40.44110521
3289,166290764,17211255,99,2017-11-01T10:36:00,"5700 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),705,8,2,-79.93345844,40.45700782
2643,166280873,17211258,6,2017-11-01T10:41:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2902,4,4,-79.99089923,40.40493936
3306,166279664,17211243,10,2017-11-01T10:45:00,"5400 Block Bryant St Pittsburgh, PA 15206",Y,Morningside,5,HARRASSMENT,2709 Harassment (Non-Specific),1014,7,2,-79.92885728,40.47911589
2602,166286558,17211249,0,2017-11-01T10:46:00,"300 Block Shiloh St Pittsburgh, PA 15211",N,Mount Washington,3,99,"3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",1914,2,5,-80.0074071,40.42944319
835,166300102,17211432,27,2017-11-01T11:00:00,"31st St & Smallman St Pittsburgh, PA 15201",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.97219537,40.46048488
488,166563731,17210161,26,2017-11-01T11:10:00,"7000 Block Kedron St Pittsburgh, PA 15208",Y,Homewood North,5,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,1301,9,2,-79.89962815,40.46174524
2629,166277167,17210161,26,2017-11-01T11:10:00,"7000 Block Kedron St Pittsburgh, PA 15208",Y,Homewood North,5,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,1301,9,2,-79.89962815,40.46174524
3226,166285432,17211280,10,2017-11-01T11:15:00,"60 Block 18th  St Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault. / 908 Prohibited Offensive Weapons.,1702,3,4,-79.98073868,40.42980534
914,166287276,17211331,11,2017-11-01T12:00:00,"700 Block Anaheim St Pittsburgh, PA 15219",N,Upper Hill,2,THEFT BY DECEPTION,3922 Theft by Deception.,506,6,3,-79.96313095,40.45256383
1727,166504078,17211312,0,2017-11-01T12:24:00,"Saw Mill Run Blvd & W Warrington Ave Pittsburgh, PA 15226",Y,Mount Washington,3,99,3112 Traffic-Control Signals. / 3742 Accidents Involving Death or Personal Injury,1915,4,5,-80.01125698,40.41490811
1825,166288102,17211320,27,2017-11-01T12:27:00,"Chateau St & Columbus Ave Pittsburgh, PA 15233",N,Manchester,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2107,6,1,-80.02945244,40.45734417
962,166297776,17211402,27,2017-11-01T12:30:00,"500 Block Crane Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1916,4,5,-80.01823348,40.41698861
1126,166288746,17211288,9,2017-11-01T12:30:00,"300 Block 4th Ave Pittsburgh, PA 15222",N,Central Business District,2,FORGERY,4101 Forgery.,201,6,6,-80.00116998,40.43914077
1826,166299477,17211364,10,2017-11-01T12:58:00,"Fresco Way & Meyran Ave Pittsburgh, PA 15213",Y,Central Oakland,4,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 3314 Prohibiting Use of Hearing Impairment Devices. / 3323 Stop Signs and Yield Signs. / 3364 Minimum Speed Regulation. / 3111 Obedience to Traffic-Control Devices.,405,3,3,-79.95759316,40.43998202
902,-2761034473,17211388,5,2017-11-01T13:00:00,"500 Block Rosedale St Pittsburgh, PA 15221",N,Homewood South,5,BURGLARY,3502 Burglary.,1304,9,2,-79.88720984,40.44923029
3292,166305449,17211457,10,2017-11-01T13:00:00,"5400 Block Glenwood Ave Pittsburgh, PA 15207",N,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1515,5,3,-79.9386261,40.40345921
1775,166301934,17211367,18,2017-11-01T13:41:00,"5th Ave & Market St Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 5503 Disorderly Conduct. / 9501 Bench Warrant,201,6,6,-80.00210877,40.44138289
2463,166298875,17211359,6,2017-11-01T13:50:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-80.00084389,40.45089272
2520,166312030,17211550,99,2017-11-01T13:52:00,"3800 Block O Hara St Pittsburgh, PA 15213",N,North Oakland,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),403,8,3,-79.95956034,40.44331555
903,166295428,17211369,10,2017-11-01T13:57:00,"200 Block Bonvue St Pittsburgh, PA 15214",Y,Perry North,1,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2602,1,1,-80.01562416,40.49005112
961,166294265,17211386,14,2017-11-01T14:00:00,"1700 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,CRIM MISCHIEF,3304 Criminal Mischief.,1706,,,-79.98647478,40.4175495
2581,166315245,17211529,10,2017-11-01T14:00:00,"1200 Block Western  Ave Pittsburgh, PA 15233",N,Manchester,3,TERRORISTIC THREATS,2706 Terroristic Threats.,2107,6,1,-80.02196514,40.45120975
2589,166295804,17211361,99,2017-11-01T14:00:00,"Beacon St & Wightman St Pittsburgh, PA 15217",Y,Squirrel Hill South,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1413,5,3,-79.92761067,40.4341188
905,166345674,17211399,6,2017-11-01T14:20:00,"N Sheridan Ave & Carmine Way Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1113,9,2,-79.91895093,40.46869914
564,166619388,17215760,10,2017-11-01T15:00:00,"3800 Block O Hara St Pittsburgh, PA 15213",N,North Oakland,4,SIMPLE ASSAULT,2701 Simple Assault.,403,8,3,-79.95956034,40.44331555
611,167039555,17221149,11,2017-11-01T15:00:00,"1900 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,IDENTITY THEFT,4120 Identity Theft,1702,3,4,-79.97900164,40.42953578
792,166299067,17211422,6,2017-11-01T15:00:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,709,7,2,-79.93643514,40.45663345
2298,166955811,17217722,2,2017-11-01T15:00:00,Zone 1,N,,1,RAPE,3121 Rape.,,,,,
3273,166339257,17211849,6,2017-11-01T15:10:00,"200 Block Belleau St Pittsburgh, PA 15214",N,Fineview,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2509,1,1,-80.00637342,40.46171537
2399,166310792,17211408,15,2017-11-01T15:11:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",Y,Fineview,1,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 1543 Driving While Operating Privilege is Suspended or Revoked.,2509,6,1,-80.00698007,40.46030258
1006,166308609,17211446,10,2017-11-01T15:15:00,"600 Block Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,201,6,6,-80.00472552,40.44340213
1685,166394044,17211446,10,2017-11-01T15:15:00,"600 Block Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief.,201,6,6,-80.00472552,40.44340213
2515,166300189,17211414,27,2017-11-01T15:15:00,"Penn Ave & 17th St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.98607299,40.4497095
2087,166804326,17217721,17,2017-11-01T15:19:00,Zone 5,N,,5,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
2351,166307717,17211419,13,2017-11-01T15:23:00,"Brownsville Rd & Ormsby St Pittsburgh, PA 15210",Y,Knoxville,3,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 1543 Driving While Operating Privilege is Suspended or Revoked.,3001,,,-79.98922013,40.41269036
2516,166301977,17211443,10,2017-11-01T15:30:00,"2600 Block Winchester Dr Pittsburgh, PA 15220",N,Banksville,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3304 Criminal Mischief.",2023,2,5,-80.04413795,40.41196498
3291,166303085,17211445,14,2017-11-01T15:45:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,9,2,-79.86682966,40.45338758
1799,166310718,17211539,11,2017-11-01T16:00:00,"800 Block N Lang Ave Pittsburgh, PA 15208",N,Homewood South,5,CREDIT CARDS,4106 Access Device Fraud,1303,9,2,-79.89864582,40.45702233
3217,166310087,17211444,18,2017-11-01T16:15:00,"E Warrington Ave & Beltzhoover Ave Pittsburgh, PA 15210",Y,Allentown,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,1803,3,4,-79.99740008,40.42164787
963,166307758,17211453,5,2017-11-01T16:20:00,"1500 Block Beechview Ave Pittsburgh, PA 15216",N,Beechview,6,BURGLARY,3502 Burglary. / 2709(a) Harassment. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1916,4,5,-80.02513537,40.41286805
1007,166310102,17211456,17,2017-11-01T16:25:00,Zone 2,N,,2,INDECENT EXPOSURE,3127 Indecent Exposure.,,,,,
1651,166308867,17211466,6,2017-11-01T16:30:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2715,1,1,-80.03076371,40.47563977
2122,166770061,17211466,6,2017-11-01T16:30:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2715,1,1,-80.03076371,40.47563977
2518,166305304,17211485,27,2017-11-01T16:50:00,"Schenley Dr & W Circuit Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1413,5,3,-79.94350811,40.43970107
1013,166321440,17211472,11,2017-11-01T16:54:00,"1300 Block Washington Blvd Pittsburgh, PA 15206",N,Larimer,5,DECEPTIVE BUSINESS PRACTICES,4107 Deceptive Business Practices.,1204,9,2,-79.90883327,40.46746594
793,166308457,17211516,10,2017-11-01T17:00:00,"600 Block Natchez St Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709 Harassment (Non-Specific),1914,2,5,-80.01321052,40.42618128
2549,166312357,17211537,6,2017-11-01T17:00:00,"1500 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1702,3,4,-79.98345288,40.42757014
3270,166314911,17211495,10,2017-11-01T17:04:00,"Deary St & Grapevine St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 9501 Bench Warrant / 3736 Reckless Driving / 1501 Drivers Required to be Licensed. / 3802(a)(1) DUI - General Impairment,1203,9,2,-79.90246618,40.46510889
2467,166349485,17211936,27,2017-11-01T17:05:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,4,-79.97681333,40.43002082
1843,166752525,17217068,6,2017-11-01T17:15:00,"6th Ave & Wood St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.99949835,40.44209961
1776,166308304,17211507,6,2017-11-01T17:43:00,"6200 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1115,8,2,-79.92271679,40.46059432
882,166311478,17211527,6,2017-11-01T17:45:00,"1200 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,THEFT FROM AUTO,3934 Theft from Vehicle,2023,4,5,-80.02972821,40.42466724
883,166312283,17211575,27,2017-11-01T18:00:00,"800 Block Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1806,4,4,-79.99594093,40.38189722
2400,166311982,17211520,6,2017-11-01T18:00:00,"300 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,507,6,3,-79.95079265,40.45225686
1008,166310664,17211519,99,2017-11-01T18:01:00,"500 Block Oaklynn Ct Pittsburgh, PA 15216",N,Banksville,6,AIDED CASE,9497 Aided Case,2023,2,5,-80.0351918,40.41598923
1800,166313959,17211531,0,2017-11-01T18:21:00,"7200 Block Susquehanna St Pittsburgh, PA 15208",N,Homewood South,5,99,9997 Overdose Death,1303,9,2,-79.89822089,40.45365821
3268,166312489,17211542,18,2017-11-01T18:42:00,"Centre Ave & Crawford St Pittsburgh, PA 15219",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(1)(ii) DUI - Controlled Substance - Schedule II or III / 3802(a)(1) DUI - General Impairment,201,6,6,-79.9860099,40.44102964
841,166313743,17211551,99,2017-11-01T18:55:00,"Market St & Fort Pitt Blvd Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.00437038,40.43802656
3218,166314446,17211552,4,2017-11-01T18:55:00,"Centre Ave & Erin St Pittsburgh, PA 15219",Y,Middle Hill,2,AGG-ASSAULT,"2702 Aggravated Assault. / 4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 6106 Firearms not to be Carried without a License. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 5121 Escape. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 5104.1 Disarming a Law Enforcement Officer",501,6,3,-79.97889929,40.4443426
3269,166314054,17211562,2,2017-11-01T19:05:00,Zone 2,N,,2,RAPE,3121 Rape.,,,,,
1009,166312642,17211563,18,2017-11-01T19:19:00,"400 Block Jucunda St Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4703 Operation of Vehicle without Official Certif. of Inspection / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1301 Registration and Certificate of Title Required.,3001,3,4,-79.99531018,40.41703367
1010,166312763,17211582,6,2017-11-01T19:40:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2715,1,1,-80.03076371,40.47563977
1543,166326584,17211573,18,2017-11-01T19:50:00,"900 Block Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Bon Air,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3802(a)(1) DUI - General Impairment,1806,2,5,-80.02301213,40.42665563
884,166313752,17211599,6,2017-11-01T20:00:00,"Schenley Dr & Panther Hollow Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud / 3304 Criminal Mischief.,1413,5,3,-79.94635297,40.43874777
3348,166415739,17212587,6,2017-11-01T20:00:00,"5300 Block N Aiken Ct Pittsburgh, PA 15206",N,Stanton Heights,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1005,9,2,-79.93280296,40.47154368
1834,166363273,17211957,6,2017-11-01T20:15:00,"900 Block Adelaide St Pittsburgh, PA 15219",N,Upper Hill,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,506,6,3,-79.95794157,40.4531582
1802,166322184,17211609,18,2017-11-01T20:23:00,"East St & Suismon St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 4303 General Lighting Requirements. / 1543 Driving While Operating Privilege is Suspended or Revoked.,2304,1,1,-79.99838954,40.45560279
1011,166316354,17211615,10,2017-11-01T20:40:00,"10 Block E North Ave Pittsburgh, PA 15212",Y,Allegheny Center,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503(b)(1)(i) Actual Communication,2204,1,1,-80.00614283,40.45584368
3272,166321297,17211620,18,2017-11-01T20:40:00,"1900 Block 5th Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,305,6,3,-79.9793932,40.43824562
3271,166316962,17211624,10,2017-11-01T20:41:00,"1200 Block Dickson St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709(a) Harassment.,2715,1,1,-80.02806931,40.47025566
2584,166404068,17211662,6,2017-11-01T20:56:00,"Frick Park Access Cir Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1408,,,0,0
1801,166321284,17211639,99,2017-11-01T21:05:00,"300 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,3001,3,4,-79.99307441,40.4149833
2687,166315227,17211640,0,2017-11-01T21:15:00,"300 Block Shiloh St Pittsburgh, PA 15211",N,Mount Washington,3,99,609.02 Noncompliance a Nuisance,1914,2,5,-80.0074071,40.42944319
3231,166321880,17211661,10,2017-11-01T21:38:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,6,6,-79.99630099,40.43469659
1542,166323200,17211670,10,2017-11-01T22:06:00,"1300 Block Lowrie St Pittsburgh, PA 15212",Y,Troy Hill,1,SIMPLE ASSAULT,2701 Simple Assault. / 3304 Criminal Mischief. / 2902 Unlawful Restraint.,2406,1,1,-79.98814711,40.45925299
3293,166326519,17211674,0,2017-11-01T22:14:00,"2600 Block Louisiana Ave Pittsburgh, PA 15216",Y,Beechview,6,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1920,2,5,-80.03513399,40.40166675
